over,short_text,long_text
14.2,"Willey to Williamson, FOUR runs","flat hit, just clears Bravo at mid-off. Too full, he got underneath the length and belted that"
14.1,"Willey to S Dhawan, 1 run","waits, waits and then steers this to backward point for a quick single"
13.6,"Harbhajan to S Dhawan, 1 run",steps out and drills this inside out to wide long off
13.5,"Harbhajan to S Dhawan, SIX runs",clobbered deep over deep midwicket! Stands his ground and simply swings through. Harbhajan dragged it down and got punished
13.4,"Harbhajan to Williamson, 1 run","reverse paddle, but no control, bounces in front of Watson running in from short third man"
13.3,"Harbhajan to S Dhawan, 1 run","drifts into middle and leg, tucked towards midwicket"
13.2,"Harbhajan to Williamson, 1 run",steered behind point as they scamper a single
13.1,"Harbhajan to Williamson, SIX runs","steps out and belts this over the bowler's head. Harbhajan beat him in flight as he stepped out, but he reached out and swing this over. Delightful"
12.6,"Jadeja to S Dhawan, 2 runs","too much width outside off, smeared into the gap at sweeper cover, Willey does the mopping up"
12.5,"Jadeja to S Dhawan, SIX runs","bowls length, gets punished. Dhawan flat-bats the pull over deep midwicket to bring up his half-century."
12.4,"Jadeja to Williamson, 1 run","goes for a slog, has to fetch it from way outside off, gets a thick inside edge wide of Jadeja as they scamper a single"
12.3,"Jadeja to S Dhawan, 1 run","reverse paddles this quicker one past short third man, deft touch from Dhawan"
12.2,"Jadeja to S Dhawan, no run","slants one across at length, steered to point"
12.1,"Jadeja to Williamson, 1 run",punches this length ball to long off
11.6,"Watson to Williamson, 1 run","drilled down the ground, long-on was too straight."
11.5,"Watson to S Dhawan, 1 leg bye","thuds the thigh pad as Dhawan looks to whip this square, they scamper a leg bye"
11.5,"Watson to S Dhawan, 1 wide","full but swinging back in down leg, Dhawan swings and misses."
11.4,"Watson to S Dhawan, no run","full toss, above the waist? Not quite, punched straight to point.  Harsh call, Watson gets away with one. Above the waist "
11.3,"Watson to Williamson, 1 run","gets inside the line and helps this short ball up and over, down to third man"
11.2,"Watson to Williamson, SIX runs","swung over the ropes at deep square leg. Too short, he picked the length and smeared this from outside off. Clobbered that, deep into the stands. Coach Tom Moody has a big grin"
11.1,"Watson to Williamson, FOUR runs","sliced over point. Length on off, he backed away and then used his wrists to hit this where he wanted, superb."
10.6,"Jadeja to S Dhawan, no run","fired in outside off, Dhawan shapes to cut but is beaten"
10.5,"Jadeja to S Dhawan, SIX runs","oh, wallop! Right in his hitting zone. Round-arm from Jadeja but right down Dhawan's alley as he gets underneath the flight and belts this back over the sightscreen"
10.4,"Jadeja to Williamson, 1 run",steps out and punches this length ball to long off
10.3,"Jadeja to S Dhawan, 1 run",pulls this short ball to wide long on
10.2,"Jadeja to S Dhawan, FOUR runs","too short, put away. Dhawan waits inside the crease and then gives it a proper whack through cover when it arrives."
10.1,"Jadeja to Williamson, 1 run","length on off, steered to deep point"
9.6,"Bravo to S Dhawan, no run","full and angling away, left alone again"
9.5,"Bravo to S Dhawan, FOUR runs","goes through, Harbhajan makes a mess of it at short fine leg. Short and angling down, Dhawan pulls this straight to short fine, Harbhajan loses control as he tries an unnecessary slide. Gives away four when there should have been none"
9.4,"Bravo to S Dhawan, no run","slants a full delivery across, Dhawan watches this through to Dhoni"
9.3,"Bravo to Williamson, 1 run",thumped to sweeper cover
9.2,"Bravo to Williamson, FOUR runs","short and angling down leg, Williamson helps this on its way to the fine leg fence. Too easy"
9.1,"Bravo to S Dhawan, 1 run",slapped away to sweeper cover
9.1,"Bravo to S Dhawan, 1 wide","slips this down leg, wide and rightly so"
8.6,"Watson to Williamson, no run","backs away to slap this over point, ends up getting a thick inside edge back to the bowler"
8.5,"Watson to Williamson, no run",pulls and misses. Touch too full for him to play it
8.4,"Watson to S Dhawan, 1 run","steps out and blasts this past Watson's outstretched left hand on the followthrough, long-on was pretty straight"
8.3,"Watson to Williamson, 1 run","picked away! Too short, he's cracked the cut, Jadeja hares to his left to cut that off."
8.2,"Watson to Williamson, no run","straightens a length ball on middle and leg, worked to midwicket"
8.1,"Watson to Williamson, no run","beaten by a lovely awayswinger. Shapes to drive, minimal feet movement as Williamson looked to lace that through extra cover"
7.6,"Chahar to Williamson, 1 run",uses the depth of the crease nicely as he transfers weight back and punches this length ball to deep point.
7.5,"Chahar to S Dhawan, 1 run","steps out to slap that but is cramped for room by the length, bunted for a quick single"
7.5,"Chahar to S Dhawan, 1 wide","looks to belt this full delivery on the leg side behind square but the ball misses the pad, swings further down"
7.5,"Chahar to S Dhawan, 1 wide","huge wide, loses direction in trying to swing the ball back in, slips it down leg in the process"
7.4,"Chahar to S Dhawan, FOUR runs","crunching cover drive, Harbhajan may have got a hand on it to give Willey at mid-off some hope of pulling it back in, but he had no chance. Dhawan in total control, superb balance"
7.3,"Chahar to Williamson, 1 run","lovely shape away, Williamson laces this to Willey at sweeper cover"
7.2,"Chahar to S Dhawan, 1 run",hustled for pace as he's deep inside the crease as he taps this into the off side for a quick single
7.1,"Chahar to S Dhawan, no run","length on off, Dhawan shows the full face as he defends back"
6.6,"Harbhajan to S Dhawan, 1 run","nice drift, touch fuller so Dhawan lunges forward and turns this gently into the leg side for a quick single"
6.5,"Harbhajan to Williamson, 1 run",whips this shortish delivery on middle and leg to deep square
6.4,"Harbhajan to S Dhawan, 1 run",rocks back and slaps the pull to long on
6.4,"Harbhajan to S Dhawan, 1 wide","he bowls this wide outside off, anticipating another chip down the track. Dhawan leaves, wide called and rightly so"
6.3,"Harbhajan to S Dhawan, FOUR runs","down the track, goes straight and hits it clean. Lovely swing to hit it up and over. Bounced just in front of the advertising triangle"
6.2,"Harbhajan to Williamson, 1 run",makes room and cuts this to deep point.  Brings up 500 runs this season 
6.1,"Harbhajan to S Dhawan, 1 run","drifts one in at length on middle and leg, turned to square leg"
5.6,"Chahar to S Dhawan, 1 run","full and swinging away from off, squeezed wide of point"
5.5,"Chahar to Williamson, 1 run","slashes on the bounce to third man. Had width, really went after that one"
5.4,"Chahar to S Dhawan, 1 leg bye","misses the flick as this swings back in late to hit the pad, rolls to the leg side as they sneak in a leg bye"
5.4,"Chahar to S Dhawan, 1 wide","gets this to come back in but beats Dhawan's attempted tickle, through to Dhoni. Wide called."
5.3,"Chahar to S Dhawan, no run","full and swinging away from middle and off, Dhawan rooted to the crease as he leaves"
5.2,"Chahar to Williamson, 1 leg bye","off the flap of the pad as it rolls to Dhoni, they take a legbye"
5.1,"Chahar to Williamson, no run",delightful shape away! Williamson is tempted to commit himself to defend but lets it go
4.6,"Thakur to Williamson, 1 run","eased late, down to square third man"
4.5,"Thakur to Williamson, no run","full and swinging away from the fourth stump, left alone"
4.4,"Thakur to Williamson, no run",driven but a superb one-handed stop by Rayudu at point
4.3,"Thakur to Williamson, no run",mistimes an attempted punch back to Shardul. Looked to flay this through point
4.2,"Thakur to Williamson, FOUR runs","pulled! And he's literally walloped this to the square leg boundary. Banged in short, Williamson picked the length early, swivelled back and executed the stroke superbly"
4.1,"Thakur to S Dhawan, 1 run","length on middle and leg, tucked into the leg side for a quick single"
3.6,"Chahar to Williamson, no run","length ball moving away from off stump, watched through to the keeper"
3.5,"Chahar to Williamson, no run","shapes back in from outside off, Williamson plays down the wrong line. Bends back in to smack the pad. Angle would've taken it down leg"
3.4,"Chahar to Williamson, no run","beaten! Late movement from length, looked to steer behind point. Late on the stroke"
3.3,"Chahar to Hales, OUT","he's hit this straight to backward point, good catch because the ball was travelling. This was bowled full, it swung away late from the fourth stump and Hales only managed to slice this. Got this off the bottom, the bat face turned in his hands. Got the impression he was looking to hit it too hard. Chahar's impressive run in the IPL continues. Back from injury and among the wickets immediately."
3.2,"Chahar to S Dhawan, 1 run","angles one across, Dhawan isn't fully committed forward, manages to get this behind point"
3.1,"Chahar to Hales, 1 run",driven to mid off for a quick single
2.6,"Willey to S Dhawan, no run","leading edge, but safe. Closed the bat face early in trying to work this to the leg side"
2.5,"Willey to S Dhawan, FOUR runs","width and he's thumped that on the up through extra cover. Aggression straightaway, Dhawan pounces on it"
2.4,"Willey to S Dhawan, FOUR runs",hoicked and he's timed this brilliantly. Not much movement so he just picked the length and walloped it to deep midwicket
2.3,"Willey to Hales, 1 run","goes for a big heave, gets a thick inside edge onto the pad, they scamper a run. Looked to smack this to deep midwicket, down to Balewadi, on the highway"
2.2,"Willey to S Dhawan, 1 run","this one is full on middle, turns this wide of mid on for a quick single"
2.1,"Willey to S Dhawan, no run","touch fuller and just outside off, defended from the crease"
1.6,"Thakur to Hales, no run","late on the forward defense, gets it high on the bat. Effort delivery from Shardul."
1.5,"Thakur to S Dhawan, 1 run",tucks this gently into the leg side as they scamper a run
1.4,"Thakur to S Dhawan, no run","ripper of a short ball on middle, zips through as Dhawan sways out of the way. In the 140s that delivery"
1.3,"Thakur to S Dhawan, no run","appeal for lbw, may have been struck a tad too high as it curved in from middle. Possibly saved by an inside edge too. Dhoni wasn't too convinced, Shardul went up immediately. In the end, they don't bother going for a review.  Replays suggest no inside edge, ball would've hit leg "
1.2,"Thakur to S Dhawan, no run","gets a good stride forward to defend, the ball curves back in late to roll back to the bowler off the inside edge"
1.1,"Thakur to S Dhawan, FOUR runs","thick inside edge, races to fine leg. Late swing back in from length for Shardul, Dhawan played outside the line. Shaved past leg stump"
0.6,"Chahar to Hales, no run","swings back in late, yorker length. Somehow manages to keep that out. Superb start from Chahar"
0.5,"Chahar to Hales, no run","poke and a miss! Moved away off the seam from length, he looked to steer behind point"
0.4,"Chahar to Hales, no run","cuts back in from length on off, Hales is on the backfoot, hurried for pace, as he defends back"
0.3,"Chahar to Hales, no run",width and he's square driven this straight to Rayudu at point
